link,start,end,video,utterance,arousal,valence,EmotionMaxVote
https://www.youtube.com/watch?v=CROcsl0lIec,15.41268381,19.6828646,5b44393ed,utterance_4.mp4,0.170091267,-0.023696688,4
https://www.youtube.com/watch?v=CROcsl0lIec,21.25082162,36.79694857,5b44393ed,utterance_6.mp4,0.417668314,0.29294693,3
https://www.youtube.com/watch?v=CROcsl0lIec,37.13055645,45.33731016,5b44393ed,utterance_7.mp4,0.398645656,0.32500431,4
https://www.youtube.com/watch?v=CROcsl0lIec,45.30394938,68.99010848,5b44393ed,utterance_8.mp4,0.70257262,0.013543571,0
https://www.youtube.com/watch?v=CROcsl0lIec,69.59060265,75.42874046,5b44393ed,utterance_9.mp4,0.343357302,-0.333560765,5
https://www.youtube.com/watch?v=CROcsl0lIec,75.66226597,89.37354962,5b44393ed,utterance_10.mp4,0.603970498,-0.085377901,0
https://www.youtube.com/watch?v=CROcsl0lIec,95.74546002,98.94809562,5b44393ed,utterance_12.mp4,0.483601017,0.347528659,3
https://www.youtube.com/watch?v=CROcsl0lIec,99.48186822,109.2232182,5b44393ed,utterance_13.mp4,0.436187637,-0.024820311,4
https://www.youtube.com/watch?v=CROcsl0lIec,109.9905163,110.5910104,5b44393ed,utterance_14.mp4,0.344783247,-0.119610683,3
https://www.youtube.com/watch?v=CROcsl0lIec,110.9246183,112.4258538,5b44393ed,utterance_15.mp4,0.298794894,-0.086881993,3
https://www.youtube.com/watch?v=CROcsl0lIec,112.7928224,125.4365609,5b44393ed,utterance_16.mp4,0.528364155,0.135725165,4
https://www.youtube.com/watch?v=CROcsl0lIec,125.8702511,126.5041061,5b44393ed,utterance_17.mp4,0.218493351,-0.022414356,4
https://www.youtube.com/watch?v=CROcsl0lIec,127.0378787,131.5082242,5b44393ed,utterance_18.mp4,0.489614453,-0.133296956,1
https://www.youtube.com/watch?v=CROcsl0lIec,131.9419144,135.9452089,5b44393ed,utterance_19.mp4,0.429146436,-0.295223906,2
https://www.youtube.com/watch?v=CROcsl0lIec,136.1453736,145.186147,5b44393ed,utterance_20.mp4,0.713060924,0.10101152,0
https://www.youtube.com/watch?v=CROcsl0lIec,145.4863941,148.3554219,5b44393ed,utterance_21.mp4,0.392016069,0.206028425,4
https://www.youtube.com/watch?v=CROcsl0lIec,148.9892768,149.8900181,5b44393ed,utterance_22.mp4,0.169643209,-0.001600223,4
https://www.youtube.com/watch?v=Zrx1BfbOysg,0,0.666273932,8c56c5ac5,utterance_1.mp4,0.101285536,-0.345701783,5
https://www.youtube.com/watch?v=Zrx1BfbOysg,1.165979381,2.831664212,8c56c5ac5,utterance_2.mp4,0.096255635,-0.420727769,5
https://www.youtube.com/watch?v=Zrx1BfbOysg,4.663917526,10.41053019,8c56c5ac5,utterance_3.mp4,0.228971917,-0.445180397,5
https://www.youtube.com/watch?v=Zrx1BfbOysg,10.49381443,13.57533137,8c56c5ac5,utterance_4.mp4,0.192381891,-0.259251287,5
https://www.youtube.com/watch?v=Zrx1BfbOysg,13.99175258,17.48969072,8c56c5ac5,utterance_5.mp4,0.145036007,-0.476546335,5
https://www.youtube.com/watch?v=Zrx1BfbOysg,18.07268041,22.98645066,8c56c5ac5,utterance_6.mp4,0.154583118,-0.391777381,5
https://www.youtube.com/watch?v=Zrx1BfbOysg,23.31958763,24.31899853,8c56c5ac5,utterance_7.mp4,0.151967077,-0.246855896,5
https://www.youtube.com/watch?v=Zrx1BfbOysg,24.48556701,25.73483063,8c56c5ac5,utterance_8.mp4,0.089817453,-0.421217394,5
https://www.youtube.com/watch?v=Zrx1BfbOysg,26.23453608,26.98409426,8c56c5ac5,utterance_9.mp4,0.069068587,-0.340806133,5
https://www.youtube.com/watch?v=Zrx1BfbOysg,27.40051546,29.64918999,8c56c5ac5,utterance_10.mp4,0.124766413,-0.348908055,4
https://www.youtube.com/watch?v=Zrx1BfbOysg,29.73247423,34.81281296,8c56c5ac5,utterance_11.mp4,0.245231803,-0.579282817,1
https://www.youtube.com/watch?v=Zrx1BfbOysg,36.14536082,39.64329897,8c56c5ac5,utterance_12.mp4,0.191231575,-0.682328614,5
https://www.youtube.com/watch?v=Zrx1BfbOysg,40.22628866,44.7236377,8c56c5ac5,utterance_13.mp4,0.224228839,-0.50052284,5
https://www.youtube.com/watch?v=Zrx1BfbOysg,44.89020619,45.80633284,8c56c5ac5,utterance_14.mp4,0.139232467,-0.379475943,5
https://www.youtube.com/watch?v=Zrx1BfbOysg,46.05618557,54.05147275,8c56c5ac5,utterance_15.mp4,0.380411278,-0.437938269,0
https://www.youtube.com/watch?v=Zrx1BfbOysg,54.21804124,54.96759941,8c56c5ac5,utterance_16.mp4,0.189841283,-0.30403065,0
https://www.youtube.com/watch?v=Zrx1BfbOysg,55.38402062,56.13357879,8c56c5ac5,utterance_17.mp4,0.16845599,-0.366381008,0
https://www.youtube.com/watch?v=Zrx1BfbOysg,56.55,60.54764359,8c56c5ac5,utterance_18.mp4,0.407237937,-0.453231764,0
https://www.youtube.com/watch?v=Zrx1BfbOysg,61.21391753,63.21273932,8c56c5ac5,utterance_19.mp4,0.259271858,-0.379581754,0
